ID,Gene Description,Gene Accession Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Cluster_assignments
6942,HD21 mRNA,Z49105_at,0.005580462,-0.062838197,-0.022212957,-0.139135039,-0.194230519,-0.100940839,-0.103386819,-0.076000234,-0.160296297,-0.143196022,-0.083739325,-0.05341897,-0.080998862,-0.119967351,-0.209190471,-0.209637782,-0.132001554,-0.059859227,-0.051956927,-0.074441241,-0.182713188,-0.031757338,-0.012788389,-0.073842554,-0.216656594,-0.1568757,0.008197061,-0.102482007,-0.180342187,0.013535962,-0.081404882,-0.040428707,-0.075771118,-0.186168169,7
6943,GB DEF = DNA sequence from cosmid L129H7; Huntington's Disease Region; chromosome 4p16.3 contains Pseudogene and CpG island,Z68274_at,-0.224024572,-0.161769112,-0.254379,-0.227780337,-0.312377384,-0.289241238,-0.225842508,-0.202922289,-0.242499175,-0.351323555,-0.163837787,-0.215944439,-0.195316583,-0.289764556,-0.30989452,-0.300605649,-0.226886487,-0.221286635,-0.192466725,-0.212607292,-0.224039644,-0.206871642,-0.204479944,-0.232796617,-0.270950367,-0.182324156,-0.162174917,-0.212227633,-0.27111983,-0.223321148,-0.210113055,-0.280766327,-0.247397645,-0.220381622,4
6944,GB DEF = H2B/g gene,Z80779_at,-0.026758275,-0.234665576,-0.221572928,-0.23229468,-0.265610917,-0.264573063,-0.225842508,-0.213234706,-0.225373575,-0.107311964,-0.182061247,-0.160076309,-0.260269833,-0.275433846,-0.286465414,-0.31062046,-0.232320425,-0.226215716,-0.250707018,-0.164516346,-0.2372953,-0.269692917,-0.222965923,-0.287023133,-0.270950367,-0.209414448,-0.213509705,-0.225993635,-0.205873399,-0.271201029,-0.207676938,-0.267101646,-0.272919693,-0.295576026,7
6945,H2B/j gene,Z80781_at,0.037514965,-0.225553518,-0.2228347,-0.25240403,-0.250432326,-0.211947624,-0.20458284,-0.226323543,-0.161580717,-0.146573345,-0.179518438,-0.163462257,-0.229958316,-0.20117471,-0.256459718,-0.274734054,-0.270775993,-0.214714526,-0.263332536,-0.22062245,-0.200647311,-0.278723475,-0.266367784,-0.289092848,-0.243005043,-0.188891499,-0.172590671,-0.211845245,-0.232215126,-0.250015241,-0.217827424,-0.251829356,-0.278837849,-0.274897565,7
6946,GB DEF = H2B/l gene,Z80783_at,-0.158538629,0.005285285,-0.176149137,-0.118615294,-0.141310568,-0.002268141,-0.202031679,-0.054978768,-0.133323478,-0.117866099,-0.049411413,-0.257845537,-0.136425636,-0.202477502,-0.191926919,-0.21381062,-0.144541413,-0.21553604,-0.121193639,-0.002686496,-0.107077977,-0.032935236,-0.106022018,-0.026239124,-0.202284713,-0.080940792,-0.082568797,-0.12313101,-0.135358622,-0.089003252,-0.117540615,0.006191969,0.088827599,-0.080896004,7
6947,H4/j gene,Z80787_at,0.494299627,-0.090174371,0.009751933,-0.178943344,-0.118337567,-0.158911049,-0.103386819,-0.227116806,0.089737457,0.677071313,0.456183639,0.181057878,-0.157643698,-0.187712528,-0.210834618,-0.255538999,-0.145795399,-0.162137661,-0.10938267,-0.153829469,-0.101619766,-0.173105206,-0.187601443,-0.146282557,-0.17753314,-0.13717367,-0.065457201,-0.20266791,0.093611773,-0.146204879,-0.183721789,-0.221686678,-0.119787404,-0.201958994,1
6948,GB DEF = HH2B/d gene,Z83336_at,1.019399872,0.558517377,0.058119859,0.216266943,0.226257458,0.773545947,0.056911079,0.067976973,0.41769269,0.55126603,0.373966171,0.279673593,0.140708232,0.236997618,0.204312686,0.020702872,-0.040042589,0.199739046,0.381383435,0.163341771,0.135422546,0.25879106,0.231949887,0.578945355,0.121881049,0.091862432,0.488809713,0.002292564,0.279219633,0.308018416,-0.100893817,0.561219149,0.364391742,0.315378502,4
6949,GB DEF = HH3/k gene,Z83735_at,-0.035651428,-0.268076455,-0.268258491,-0.288929176,-0.319351331,-0.355023036,-0.258582397,-0.241395537,-0.229654975,-0.04187633,-0.138833505,-0.095320068,-0.317861715,-0.29454146,-0.304962076,-0.321887122,-0.298781678,-0.213482256,-0.271478031,-0.214515663,-0.266535716,-0.32701733,-0.288068715,-0.252251932,-0.318457419,-0.212698119,-0.257032678,-0.21719869,-0.267067257,-0.288997091,-0.261271508,-0.269111158,-0.333210909,-0.297455886,1
6950,DSC3 Desmocollin 3,D17427_at,-0.191685835,-0.142677181,-0.060486706,-0.133799905,-0.215152359,-0.150688324,-0.236472342,-0.100591382,-0.174853057,-0.204410002,-0.190113473,-0.192242808,-0.178861759,-0.190318111,-0.215767062,-0.215479755,-0.201806769,-0.146939661,-0.159884743,-0.15573784,-0.213902966,-0.151510393,-0.10923697,-0.175258558,-0.201087057,-0.162211667,-0.085172735,-0.163281849,-0.169805496,-0.143238869,-0.167074991,-0.230930433,-0.184147352,-0.191431777,7
6951,DCT Dopachrome tautomerase (dopachrome delta-isomerase; tyrosine-related protein 2),D17547_at,-0.185622321,-0.195613899,-0.208955209,-0.224497177,-0.252073255,-0.147810371,-0.249228143,-0.247345009,-0.253202675,-0.213275475,-0.229950803,-0.199437946,-0.193151474,-0.204648822,-0.294686153,-0.261798256,-0.232320425,-0.175692634,-0.153368346,-0.140470873,-0.221700411,-0.198233716,-0.220554708,-0.231968731,-0.183122205,-0.20859353,-0.152875137,-0.234788581,-0.22086792,-0.215270548,-0.202398685,-0.299253836,-0.204121129,-0.267754097,4
6952,TISSUE FACTOR PATHWAY INHIBITOR 2 PRECURSOR,D29992_at,-0.24787439,-0.17608806,-0.195916898,-0.23557784,-0.29268624,-0.191390812,-0.253480076,-0.223547123,-0.188981676,-0.20187701,-0.240969639,-0.211288762,-0.194017518,-0.225493491,-0.276189491,-0.278072324,-0.23190243,-0.192122905,-0.150517423,-0.187798471,-0.209224499,-0.254380231,-0.161078083,-0.267567818,-0.120444835,-0.199563432,-0.168870759,-0.197696854,-0.213573288,-0.186457877,-0.206864899,-0.271924475,-0.252206147,-0.22188551,1
6953,Protein-tyrosine phosphatase,D64053_at,-0.241810877,-0.241608096,-0.267837901,-0.251583241,-0.308685295,-0.27361806,-0.235196762,-0.283438468,-0.243783595,-0.227629098,-0.234188817,-0.227372011,-0.247279183,-0.265880039,-0.304962076,-0.309785892,-0.246532266,-0.176514148,-0.214459563,-0.223294169,-0.231057344,-0.286183502,-0.226180875,-0.260530789,-0.286519905,-0.241019788,-0.231737275,-0.203815077,-0.249235934,-0.228405737,-0.223917717,-0.28116823,-0.265891883,-0.263618404,7
6954,EP3-IV gene extracted from Human DNA for prostaglandin E receptor EP3 subtype,D86096_cds6_at,-0.21998223,-0.235099484,-0.224517063,-0.25240403,-0.290635079,-0.257172611,-0.227118088,-0.204508815,-0.250205695,-0.256758509,-0.233765016,-0.215944439,-0.229958316,-0.248509481,-0.305373113,-0.288921703,-0.249876228,-0.224161932,-0.223826883,-0.197722,-0.190900505,-0.20137478,-0.207694897,-0.268395704,-0.308476946,-0.221728216,-0.163290891,-0.188519519,-0.239509758,-0.224168579,-0.211331113,-0.284785351,-0.242219258,-0.253843132,4
6955,(genomic clones lambda-[SK2-T2; HS578T]; cDNA clones RS-[3;4; 6]) c-Ha-ras1 proto-oncogene; complete coding sequence,J00277_at,-0.382484384,-0.350084977,-0.352797213,-0.278258909,-0.411243338,-0.390791889,-0.21606306,-0.369110856,-0.236077075,-0.267734809,-0.263007311,-0.254459589,-0.30876826,-0.259800344,-0.393746054,-0.380306853,-0.295855711,-0.185961553,-0.34723114,-0.267186699,-0.163999322,-0.325054165,-0.396573369,-0.459637311,-0.296500378,-0.292737617,-0.382393718,-0.227140802,-0.454701403,-0.359757623,-0.271828014,-0.43348923,-0.40718786,-0.283544921,7
6956,mRNA fragment encoding beta-tubulin. (from clone D-beta-1),J00314_at,-0.135093045,-0.268076455,0.105646603,-0.072651065,0.238154191,-0.114097199,0.108784669,0.003326051,0.269128113,-0.08578153,-0.002369459,-0.166848204,-0.264167028,0.012048891,0.069903608,-0.131188429,-0.100651907,0.05720645,-0.117935441,0.029374135,-0.229497855,-0.272048715,-0.212517326,-0.222034102,-0.003872911,-0.003364048,-0.248104888,-0.083744949,-0.194526193,-0.253828683,-0.058667792,-0.304478567,-0.335060332,-0.289560474,7
6957,INHBA Inhibin; beta A (activin A; activin AB alpha polypeptide),J03634_at,-0.185622321,-0.237269021,-0.176149137,-0.182226503,-0.310736456,-0.241549434,-0.207134,-0.164449041,-0.305435754,-0.29686422,-0.200284706,-0.193512539,-0.212637449,-0.241561258,-0.324280812,-0.308951325,-0.194282853,-0.220054364,-0.177804833,-0.174439875,-0.2162422,-0.265766587,-0.179564061,-0.233624503,-0.208672216,-0.20448894,-0.118279953,-0.236318137,-0.262609426,-0.248744093,-0.204022762,-0.278354913,-0.251096493,-0.275649509,1
6958,PCK1 Phosphoenolpyruvate carboxykinase 1 (soluble),L05144_at,-0.075670615,-0.111869747,-0.15259606,-0.190844796,-0.194230519,-0.163022411,-0.21606306,-0.177141247,-0.224517295,-0.238605398,-0.205794124,-0.204093624,-0.211338384,-0.135600853,-0.240840315,-0.259294553,-0.208076698,-0.167477499,-0.154590171,-0.12558558,-0.192070122,-0.176638903,-0.176349108,-0.186021072,-0.209470654,-0.203668022,-0.027514096,-0.191196242,-0.100506491,-0.179254709,-0.182097711,-0.205610583,-0.157885534,-0.163609848,1
6959,H2K binding factor 2 (KBF2) mRNA,L08904_at,-0.167431782,-0.098852521,-0.181616816,-0.105482657,-0.106030602,-0.021591544,-0.162488697,-0.054978768,-0.106350658,-0.181613071,-0.137562101,-0.200284433,-0.203543994,-0.179895776,-0.196448326,-0.212976052,-0.205568726,-0.177746418,-0.151331972,-0.16756974,-0.05678446,-0.097327043,-0.108433232,-0.076740154,-0.201087057,-0.174525436,-0.031977991,-0.160605126,-0.247614904,-0.198321918,-0.18290975,-0.081020847,-0.119787404,-0.140299583,7
6960,SHMT1 Serine hydroxymethyltransferase 1 (soluble),L11931_at,-0.203408627,-0.150921424,-0.292652749,-0.204798222,-0.396885212,-0.364890306,-0.213086707,-0.258450689,-0.221520315,-0.226362602,-0.191384877,-0.256575807,-0.184491041,-0.27586811,-0.255226607,-0.428711774,-0.303797621,-0.236484635,-0.199797671,-0.208790551,-0.191680249,-0.376096451,-0.201264992,-0.228657188,-0.256578486,-0.142920095,-0.298695694,-0.251231306,-0.352981812,-0.186457877,-0.204022762,-0.418216939,-0.158995188,-0.176768868,1
6961,GK Glycerol kinase,L13943_at,-0.24787439,-0.199952974,-0.214002296,-0.242964948,-0.28694299,-0.260461701,-0.244551016,-0.206491972,-0.194119356,-0.186256891,-0.267245325,-0.231604445,-0.222596948,-0.241126994,-0.28029986,-0.304361203,-0.239426346,-0.192122905,-0.205906792,-0.216424034,-0.231837088,-0.268907651,-0.209302373,-0.229485074,-0.2442027,-0.20859353,-0.26075259,-0.2133748,-0.24072553,-0.255947261,-0.2214816,-0.284383449,-0.178968965,-0.215118014,4
6962,4-AMINOBUTYRATE AMINOTRANSFERASE; MITOCHONDRIAL PRECURSOR,L32961_at,-0.22766268,-0.183464488,-0.179934453,-0.212595725,-0.268892774,-0.121086515,-0.189275878,-0.173174932,-0.205679136,-0.282088432,-0.197318096,-0.18504767,-0.198347734,-0.218545268,-0.221521579,-0.291842689,-0.24611427,-0.181853985,-0.171288436,-0.143142592,-0.189341016,-0.208834807,-0.087937908,-0.162840272,-0.248594108,-0.1728836,-0.100052384,-0.191578631,-0.166968694,-0.19111875,-0.176007419,-0.190740195,-0.184887121,-0.152330687,7
6963,Autotaxin mRNA,L35594_at,-0.246661688,0.003115747,-0.276249714,-0.229832311,-0.325094582,-0.255939202,-0.26410991,-0.033957303,-0.342683933,-0.308684851,-0.254531283,-0.256575807,-0.252475443,-0.266748567,-0.318526295,-0.34358588,-0.272447974,-0.233609337,-0.231972378,-0.221385798,-0.241973766,-0.239460178,-0.221358446,-0.261358675,-0.226637067,-0.270983292,-0.283444054,-0.223316913,-0.276388175,-0.275014471,-0.218639463,-0.306086177,-0.308058745,-0.162857904,4
6964,Receptor protein-tyrosine kinase (HEK7) mRNA; 3' end,L36644_at,-0.283042767,-0.240740281,-0.256061362,-0.269640616,-0.267251845,-0.21235876,-0.236472342,-0.250914692,-0.225801715,-0.198921852,-0.230374604,-0.214674709,-0.252042421,-0.284119125,-0.259748014,-0.295598243,-0.29501972,-0.186783067,-0.252743392,-0.154974492,-0.236515555,-0.32034257,-0.214928541,-0.248526446,-0.291709751,-0.202026186,-0.163290891,-0.21719869,-0.214383803,-0.230948032,-0.217015386,-0.341051683,-0.337279641,-0.286176725,4
6965,AVPR1B Arginine vasopressin receptor 1B,L37112_at,0.395666479,0.433118103,0.09050534,0.191232855,0.37394104,0.889486367,0.057761466,0.037436354,0.077749538,-0.117443934,0.216312055,0.126459479,0.21821911,0.196611071,0.042364134,0.122937401,-0.090202025,0.267513911,0.279564741,0.150746523,0.145949096,0.487303448,0.355725566,0.429925921,0.366203027,0.103765742,0.406971646,0.165572642,0.606667561,0.504198813,0.037558823,0.451901703,0.922177955,0.431177883,4
6966,SELL Leukocyte adhesion protein beta subunit,M15395_at,-0.274958083,-0.217309275,-0.129884165,0.054981748,0.680384472,-0.227981938,-0.059591903,0.154839255,-0.156014897,0.765303878,0.139604005,0.157356248,0.140708232,-0.143417604,0.069081535,0.752201362,0.960220155,0.005861854,-0.10938267,0.10112888,2.493759627,0.082891489,0.454987231,0.843040907,1.466051149,0.414483177,1.056840302,0.266140934,-0.071327963,0.641906435,0.460225092,1.656403122,0.704315833,2.589633234,4
6967,GSTA1 Glutathione S-transferase A2,M16594_at,-0.285872406,-0.283263219,-0.317047007,-0.325864717,-0.37965546,-0.317198502,-0.244125822,-0.194989661,-0.233508235,-0.245782209,-0.251988475,-0.234567149,-0.259836811,-0.344916078,-0.315238,-0.341499461,-0.276209932,-0.276738797,-0.348045689,-0.210698921,-0.270824311,-0.339974218,-0.275208904,-0.293232276,-0.328437892,-0.245124377,-0.291627861,-0.266909252,-0.275577661,-0.26611644,-0.214579269,-0.379232409,-0.319155288,-0.308735046,1
6968,GB DEF = Pancreatic elastase IIB mRNA,M16653_at,-0.386526726,-0.44597854,-0.285082118,-0.269640616,-0.45883027,-0.422860516,-0.344046263,-0.428208938,-0.258340355,-0.380452966,-0.310896868,-0.316676371,-0.319593801,-0.318860241,-0.411009606,-0.353183407,-0.233156416,-0.3042595,-0.316685532,-0.296193937,-0.272773672,-0.44991145,-0.458863078,-0.46667434,-0.415467616,-0.291916699,-0.259636616,-0.286411088,-0.39431806,-0.269929882,-0.288474812,-0.385260945,-0.391282815,-0.38016973,1
6969,CYP21 Cytochrome P450; subfamily XXI (steroid 21-hydroxylase; congenital adrenal hyperplasia),M17252_at,-0.724062295,-0.585262855,-0.461730194,-0.282773253,-0.423960535,-0.791238589,-0.505194548,-0.663014741,-0.544766008,-0.450110254,-0.524916567,-0.384818559,-0.486307144,-0.38356557,-0.577479565,-0.45249695,-0.491059514,-0.38928615,-0.376554924,-0.378635559,-0.387396106,-0.517836953,-0.708423783,-0.936499499,-0.416266054,-0.453227072,-0.446748198,-0.44127861,-0.501305997,-0.497041529,-0.331512876,-0.574556963,-0.682012234,-0.52755076,1
6970,DNA-BINDING PROTEIN A,M24069_at,-0.052225031,0.177112664,0.737794361,-0.037357104,0.28327973,0.012121627,0.048407212,0.453106086,0.343624471,0.192847621,0.133246984,0.18867626,-0.119970812,0.339483911,0.547939564,0.321147203,-0.195536839,-0.058626957,0.016465235,-0.093906624,-0.172966383,-0.04000263,-0.081508003,-0.219964388,-0.214261281,-0.110904296,-0.116048006,-0.099422895,-0.003649988,-0.008497257,-0.070036337,-0.047261047,-0.130883947,-0.100070577,1
6971,NPPB Natriuretic peptide precursor B,M25296_at,-0.106796649,-0.124453065,-0.154278423,-0.131337535,-0.267662077,-0.078328346,-0.160787923,-0.122802742,-0.081090399,-0.228051263,-0.104505593,-0.09193412,-0.306603151,-0.227230547,-0.416353086,-0.280576027,-0.198880802,-0.141599823,-0.195317648,-0.151921098,-0.334763355,-0.203337945,-0.333479922,-0.145040728,-0.149987035,-0.066164269,-0.082568797,-0.188519519,-0.173452812,-0.241540926,-0.212955191,-0.107546403,-0.120897058,-0.221133566,4
6972,GAP43 Growth associated protein 43,M25667_at,-0.019886293,-0.119246175,-0.137454797,-0.164989917,-0.160591481,0.040490028,-0.277290905,-0.177141247,-0.159868157,-0.224251775,-0.210455939,-0.115635751,-0.159375784,-0.120835879,-0.271668085,-0.283914297,-0.184668962,-0.088201444,-0.002676679,-0.100395085,-0.215462455,0.045198724,-0.154246308,-0.091228155,-0.154378443,-0.136352752,0.033492463,-0.117777565,-0.049444067,-0.068664895,-0.186563925,-0.205610583,0.045551082,-0.121876954,1
6973,CD19 CD19 antigen,M28170_at,-0.208259437,-0.03940719,-0.263211403,-0.23557784,-0.195461215,-0.059416079,-0.20458284,-0.056961925,-0.150449077,-0.210320317,-0.099419977,-0.107594127,-0.187522193,-0.216373948,-0.274545343,-0.245941472,-0.289585781,-0.142832093,0.027868929,-0.119860468,-0.243923127,-0.308563581,-0.213321064,-0.219136502,-0.266558959,-0.245124377,-0.244384976,-0.2133748,-0.306377218,-0.276709334,-0.263707625,-0.308095689,-0.212258593,-0.202710938,1
6974,KERATIN; TYPE I CYTOSKELETAL 17,M28439_at,-0.155708989,-0.219044905,-0.257323134,-0.190024006,-0.240176522,-0.072983575,-0.21733864,-0.209268392,-0.220664036,-0.208631656,-0.18926587,-0.182931453,-0.216534644,-0.179027249,-0.236318908,-0.247193323,-0.211838656,-0.155154796,-0.167215689,-0.237797788,-0.233396577,-0.191951589,-0.15344257,-0.170705186,-0.209470654,-0.12527036,-0.086288709,-0.164429016,-0.156432004,-0.19111875,-0.180473633,-0.250623649,-0.250356723,-0.20120705,1
6975,VIP Vasoactive intestinal peptide,M36634_at,-0.184813853,-0.202556419,-0.23545242,-0.207260592,-0.290635079,-0.11286379,-0.210535547,-0.193403135,-0.165433977,-0.170214606,-0.209184535,-0.210019032,-0.224762056,-0.223322172,-0.274545343,-0.280993311,-0.229394458,-0.162137661,-0.180655756,-0.141234222,-0.181933444,-0.249668635,-0.210106112,-0.198025416,-0.243005043,-0.134710916,-0.137995488,-0.161369904,-0.154810974,-0.211033391,-0.164232854,-0.239772285,-0.210039285,-0.250083412,4
6976,WT1 Wilms tumor 1,M60614_at,-0.37157006,-0.139639828,-0.371723793,-0.213416515,-0.277097417,-0.378457802,-0.365305931,-0.215217863,-0.309289013,-0.287576582,-0.315558683,-0.299323391,-0.318294736,-0.25719476,-0.438960117,-0.315210582,-0.274119955,-0.376141934,-0.189208527,-0.321384432,-0.215852327,-0.312882543,-0.386124773,-0.424452167,-0.320852732,-0.230347855,-0.276748212,-0.290617367,-0.501305997,-0.371621664,-0.2214816,-0.356725876,-0.095744895,-0.336556976,4
6977,Retinoic acid receptor-beta associated open reading frame; complete sequence,M62303_at,-0.248682859,-0.315372375,-0.220311156,-0.230653101,-0.254124416,-0.294997145,-0.275164938,-0.26162374,-0.304579474,-0.377919974,-0.231646009,-0.217637413,-0.215235579,-0.24069273,-0.294275116,-0.32272169,-0.234828397,-0.214714526,-0.214459563,-0.148104357,-0.263416739,-0.222184328,-0.194031348,-0.20589033,-0.334426176,-0.16877901,-0.189702267,-0.2099333,-0.221678435,-0.236880052,-0.251527041,-0.253436966,-0.288084968,-0.281665061,7
6978,GRIA1 Glutamate receptor; ionotropic; AMPA 1,M64752_at,-0.230492319,-0.174786338,-0.215264068,-0.201925458,-0.237715129,-0.197557856,-0.241574662,-0.168415355,-0.227086135,-0.234383744,-0.215117755,-0.193089295,-0.224329034,-0.195529279,-0.271257048,-0.272230351,-0.21058467,-0.209374688,-0.161921117,-0.188943493,-0.207275138,-0.234748583,-0.176349108,-0.191816273,-0.205079246,-0.197100679,-0.22727338,-0.210315689,-0.183989503,-0.189847603,-0.196308392,-0.255446478,-0.197093318,-0.21060635,3
6979,IDUA Iduronidase; alpha-L-,M95740_at,-0.166219079,-0.193010454,-0.244284824,-0.156371624,-0.242227683,-0.227570801,-0.253480076,-0.205698709,-0.293875974,-0.241982721,-0.159599773,-0.247264452,-0.174098521,-0.282382069,-0.320170443,-0.22591185,-0.208912689,-0.204445607,-0.223826883,-0.293140543,-0.234176322,-0.189203158,-0.194031348,-0.257219246,-0.092100292,-0.205309858,-0.120511901,-0.192725797,-0.310024534,-0.200440497,-0.2673618,-0.358735388,-0.28586566,-0.331293367,7
6980,TDGF1 Teratocarcinoma-derived growth factor 1,M96956_at,-0.184005384,-0.250286247,-0.266996719,-0.238860999,-0.302942044,-0.307331232,-0.228393668,-0.166432198,-0.218095196,-0.225518271,-0.200284706,-0.171080638,-0.234288533,-0.266748567,-0.344421622,-0.298101946,-0.26659604,-0.213482256,-0.183913955,-0.19963037,-0.218971305,-0.298355124,-0.259937879,-0.256805304,-0.318856638,-0.217623627,-0.237689134,-0.175900684,-0.244778103,-0.265269008,-0.220669561,-0.281570132,-0.298811626,-0.235796475,7
6981,ARAF1 V-raf murine sarcoma 3611 viral oncogene homolog 1,U01337_at,0.253376036,0.397537686,0.439174995,0.1473206,0.725510011,0.36734334,0.168736934,-0.012142574,0.079033958,0.140076949,0.282848873,0.032499442,0.161926293,0.240037466,0.713176412,0.29444104,0.2897557,0.246976073,0.188335191,0.525168889,0.393517958,0.676552539,0.201407836,0.234958828,0.515910122,0.21130599,0.396555891,0.12656897,0.339602976,0.306323553,0.135815535,0.67978035,0.918848992,0.212738141,7
6982,MAP2 Microtubule-associated protein 2,U01828_at,-0.193707006,-0.236401206,-0.19086981,-0.207260592,-0.297609026,-0.214825578,-0.231795215,-0.212441443,-0.208247976,-0.223407444,-0.204946521,-0.218907143,-0.231690403,-0.255457704,-0.271668085,-0.283497013,-0.238590355,-0.203213337,-0.240117874,-0.224439192,-0.232226961,-0.252809699,-0.212517326,-0.251010103,-0.224241754,-0.194637925,-0.158455005,-0.203815077,-0.189257848,-0.241964641,-0.217015386,-0.267905451,-0.23926018,-0.230908839,4
